Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1985-03-18 00:00:00-05:00,0.0785519927740097,0.07941042571617005,0.0785519927740097,0.0785519927740097,124768000,0.0,0.0
1985-03-19 00:00:00-05:00,0.07855197476278222,0.07941040750811201,0.07554668933153152,0.07554668933153152,171449600,0.0,0.0
1985-03-20 00:00:00-05:00,0.07640514522790909,0.07769279187055407,0.07640514522790909,0.07640514522790909,404969600,0.0,0.0
1985-03-21 00:00:00-05:00,0.07769279927015305,0.0789812197238518,0.07769279927015305,0.07769279927015305,162467200,0.0,0.0
1985-03-22 00:00:00-05:00,0.07769279187055407,0.0789812122015414,0.07640514522790909,0.07640514522790909,80371200,0.0,0.0
1985-03-25 00:00:00-05:00,0.07640515828813724,0.07640515828813724,0.07425907254219055,0.07425907254219055,109961600,0.0,0.0
1985-03-26 00:00:00-05:00,0.07726357132196426,0.07726357132196426,0.07726357132196426,0.07726357132196426,121430400,0.0,0.0
1985-03-27 00:00:00-05:00,0.07726355352677773,0.07812275421478693,0.07511746883392334,0.07511746883392334,111350400,0.0,0.0
1985-03-28 00:00:00-05:00,0.07511746883392334,0.07640512079584057,0.07511746883392334,0.07511746883392334,129606400,0.0,0.0
1985-03-29 00:00:00-05:00,0.07511746227202981,0.07640511412146408,0.07511746227202981,0.07597589492797852,87180800,0.0,0.0
1985-04-01 00:00:00-05:00,0.07597593884653761,0.07769280515088467,0.07425907254219055,0.07425907254219055,114060800,0.0,0.0
1985-04-02 00:00:00-05:00,0.07425900336641374,0.07468822240817552,0.07211292535066605,0.07211292535066605,227427200,0.0,0.0
1985-04-03 00:00:00-05:00,0.07211292535066605,0.07254213866140742,0.07211292535066605,0.07211292535066605,242659200,0.0,0.0
1985-04-04 00:00:00-05:00,0.07211299307268401,0.0725422067865042,0.07082534620019769,0.07168377935886383,161862400,0.0,0.0
1985-04-08 00:00:00-05:00,0.07168374560567423,0.07211295911739385,0.06739158183336258,0.06739158183336258,198732800,0.0,0.0
1985-04-09 00:00:00-05:00,0.06739158183336258,0.0678207953450822,0.06739158183336258,0.06739158183336258,263894400,0.0,0.0
1985-04-10 00:00:00-05:00,0.07211292535066605,0.0729713577031692,0.07211292535066605,0.07211292535066605,226912000,0.0,0.0
1985-04-11 00:00:00-05:00,0.07340060919523239,0.07554669405834485,0.07340060919523239,0.07340060919523239,146675200,0.0,0.0
1985-04-12 00:00:00-05:00,0.07340063994517033,0.07340063994517033,0.07125455991401787,0.07168377935886383,72531200,0.0,0.0
1985-04-15 00:00:00-05:00,0.07340060919523239,0.0742590419942727,0.07340060919523239,0.07340060919523239,59830400,0.0,0.0
1985-04-16 00:00:00-05:00,0.07425907254219055,0.07468829198379018,0.07425907254219055,0.07425907254219055,67648000,0.0,0.0
1985-04-17 00:00:00-05:00,0.07769279927015305,0.078552006045766,0.07769279927015305,0.07769279927015305,123244800,0.0,0.0
1985-04-18 00:00:00-05:00,0.0785519927740097,0.0789812063795777,0.0785519927740097,0.0785519927740097,202428800,0.0,0.0
1985-04-19 00:00:00-05:00,0.07855199153769979,0.07855199153769979,0.07683435199212729,0.07726357132196426,96028800,0.0,0.0
