Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,50-Day MA,200-Day MA,Daily_Return,Rolling_Volatility
1985-03-18 00:00:00-05:00,0.0785519927740097,0.07941042571617,0.0785519927740097,0.0785519927740097,124768000,0.0,0.0,0.0785519927740097,0.0785519927740097,-0.038258780412157356,0.03508807400254236
1985-03-19 00:00:00-05:00,0.0785519747627822,0.079410407508112,0.0755466893315315,0.0755466893315315,171449600,0.0,0.0,0.0770493410527706,0.0770493410527706,-0.038258780412157356,0.03508807400254236
1985-03-20 00:00:00-05:00,0.076405145227909,0.077692791870554,0.076405145227909,0.076405145227909,404969600,0.0,0.0,0.07683460911115007,0.07683460911115007,0.01136324971978886,0.03508807400254236
1985-03-21 00:00:00-05:00,0.077692799270153,0.0789812197238518,0.077692799270153,0.077692799270153,162467200,0.0,0.0,0.0770491566509008,0.0770491566509008,0.01685297552151832,0.030358383262527305
1985-03-22 00:00:00-05:00,0.077692791870554,0.0789812122015414,0.076405145227909,0.076405145227909,80371200,0.0,0.0,0.07692035436630244,0.07692035436630244,-0.016573660034652327,0.02565450568436065
1985-03-25 00:00:00-05:00,0.0764051582881372,0.0764051582881372,0.0742590725421905,0.0742590725421905,109961600,0.0,0.0,0.07647680739561712,0.07647680739561712,-0.028088065002912943,0.024197078618486054
1985-03-26 00:00:00-05:00,0.0772635713219642,0.0772635713219642,0.0772635713219642,0.0772635713219642,121430400,0.0,0.0,0.07658920224223813,0.07658920224223813,0.04045968629714136,0.030145229302874832
1985-03-27 00:00:00-05:00,0.0772635535267777,0.0781227542147869,0.0751174688339233,0.0751174688339233,111350400,0.0,0.0,0.07640523556619877,0.07640523556619877,-0.02777638221119616,0.029145519830041433
1985-03-28 00:00:00-05:00,0.0751174688339233,0.0764051207958405,0.0751174688339233,0.0751174688339233,129606400,0.0,0.0,0.07626215037372372,0.07626215037372372,0.0,0.027066846956116518
1985-03-29 00:00:00-05:00,0.0751174622720298,0.076405114121464,0.0751174622720298,0.0759758949279785,87180800,0.0,0.0,0.0762335248291492,0.0762335248291492,0.011427782476977288,0.025922047140684273
1985-04-01 00:00:00-05:00,0.0759759388465376,0.0776928051508846,0.0742590725421905,0.0742590725421905,114060800,0.0,0.0,0.0760540291666984,0.0760540291666984,-0.02259693534923768,0.02518226106382034
