,Date,Open,High,Low,Close,Volume,Dividends_x,Stock Splits,Dividends_y,address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,corporateActions,preMarketTime,regularMarketTime,regularMarketChangePercent,regularMarketPrice,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,priceEpsCurrentYear,fiftyDayAverageChange,hasPrePostMarketData,firstTradeDateMilliseconds,preMarketChange,preMarketChangePercent,preMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,displayName,trailingPegRatio
544,1987-05-11 04:00:00+00:00,0.2648167908191681,0.2734149583234413,0.2639570452416328,0.2648167908191681,197276800,0.000536,0.0,0.000536,One Apple Park Way,Cupertino,CA,95014,United States,(408) 996-1010,https://www.apple.com,Consumer Electronics,consumer-electronics,Consumer Electronics,Technology,technology,Technology,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, and HomePod. It also provides AppleCare support and cloud services; and operates various platforms, including the App Store that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts, as well as advertising services include third-party licensing arrangements and its own advertising platforms. In addition, the company offers various subscription-based services, such as Apple Arcade, a game subscription service; Apple Fitness+, a personalized fitness service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It distributes third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was founded in 1976 and is headquartered in Cupertino, California.",150000,"[{'maxAge': 1, 'name': 'Mr. Timothy D. Cook', 'age': 63, 'title': 'CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 16239562, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jeffrey E. Williams', 'age': 60, 'title': 'Chief Operating Officer', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4637585, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Katherine L. Adams', 'age': 60, 'title': 'Senior VP, General Counsel & Secretary', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4618064, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': ""Ms. Deirdre  O'Brien"", 'age': 57, 'title': 'Chief People Officer & Senior VP of Retail', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 4613369, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kevan  Parekh', 'age': 52, 'title': 'Senior VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chris  Kondo', 'title': 'Senior Director of Corporate Accounting', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Suhasini  Chandramouli', 'title': 'Director of Investor Relations', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kristin Huguet Quayle', 'title': 'Vice President of Worldwide Communications', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Greg  Joswiak', 'title': 'Senior Vice President of Worldwide Marketing', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Adrian  Perica', 'age': 50, 'title': 'Vice President of Corporate Development', 'yearBorn': 1974, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",7,1,3,1,1,1740787200,1703980800,http://investor.apple.com/,[],86400,2,216.98,215.94,208.42,216.8394,216.98,215.94,208.42,216.8394,1.0,0.48,1739145600,0.1571,0.59,1.178,33.335453,25.232248,60306872,60306872,53409335,56849320,56849320,211.15,211.32,1,1,3149833961472,164.08,260.1,7.9589496,235.704,227.65515,0.99,0.0045626326,USD,False,3192852316160,0.24295,14998187904,15022100480,134441154,124917523,1738281600,1740700800,0.009,0.0207,0.62791,2.71,0.009,15787400192,4.438,47.246502,1727481600,1759017600,1735344000,0.071,96150003712,6.29,8.31,4:1,1598832000,8.068,23.246,0.21469128,0.07903516,0.25,1739145600,EQUITY,209.68,325.0,197.0,252.2059,255.0,2.02222,buy,39,53774999552,3.58,137352003584,96798998528,0.783,0.923,395760009216,145.0,25.974,0.22518998,1.3652,184102993920,93833871360,108293996544,0.101,0.04,0.46519002,0.34706002,0.34459,USD,AAPL,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Apple Inc.,Apple Inc.,[],1741952861,1741896002,-3.364367,209.68,NMS,finmb_24937,America/New_York,EDT,-14400000,us_market,False,PRE,28.60522,-26.024002,True,345479400000,1.3600006,0.64860773,211.04,-7.300003,208.42 - 216.8394,NasdaqGS,53409335,45.59999,0.27791315,164.08 - 260.1,-50.420013,-0.19384857,21.469128,1739404800,1738272600,1746010740,1746446400,1738274400,1738274400,True,6.29,8.31,7.33013,-0.11040968,-17.975159,-0.07895784,15,0,2.0 - Buy,False,Apple,1.946
607,1987-08-10 04:00:00+00:00,0.3323099911212921,0.3323099911212921,0.3150914115055709,0.3323099911212921,77996800,0.000536,0.0,0.000536,One Apple Park Way,Cupertino,CA,95014,United States,(408) 996-1010,https://www.apple.com,Consumer Electronics,consumer-electronics,Consumer Electronics,Technology,technology,Technology,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, and HomePod. It also provides AppleCare support and cloud services; and operates various platforms, including the App Store that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts, as well as advertising services include third-party licensing arrangements and its own advertising platforms. In addition, the company offers various subscription-based services, such as Apple Arcade, a game subscription service; Apple Fitness+, a personalized fitness service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It distributes third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was founded in 1976 and is headquartered in Cupertino, California.",150000,"[{'maxAge': 1, 'name': 'Mr. Timothy D. Cook', 'age': 63, 'title': 'CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 16239562, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jeffrey E. Williams', 'age': 60, 'title': 'Chief Operating Officer', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4637585, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Katherine L. Adams', 'age': 60, 'title': 'Senior VP, General Counsel & Secretary', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4618064, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': ""Ms. Deirdre  O'Brien"", 'age': 57, 'title': 'Chief People Officer & Senior VP of Retail', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 4613369, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kevan  Parekh', 'age': 52, 'title': 'Senior VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chris  Kondo', 'title': 'Senior Director of Corporate Accounting', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Suhasini  Chandramouli', 'title': 'Director of Investor Relations', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kristin Huguet Quayle', 'title': 'Vice President of Worldwide Communications', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Greg  Joswiak', 'title': 'Senior Vice President of Worldwide Marketing', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Adrian  Perica', 'age': 50, 'title': 'Vice President of Corporate Development', 'yearBorn': 1974, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",7,1,3,1,1,1740787200,1703980800,http://investor.apple.com/,[],86400,2,216.98,215.94,208.42,216.8394,216.98,215.94,208.42,216.8394,1.0,0.48,1739145600,0.1571,0.59,1.178,33.335453,25.232248,60306872,60306872,53409335,56849320,56849320,211.15,211.32,1,1,3149833961472,164.08,260.1,7.9589496,235.704,227.65515,0.99,0.0045626326,USD,False,3192852316160,0.24295,14998187904,15022100480,134441154,124917523,1738281600,1740700800,0.009,0.0207,0.62791,2.71,0.009,15787400192,4.438,47.246502,1727481600,1759017600,1735344000,0.071,96150003712,6.29,8.31,4:1,1598832000,8.068,23.246,0.21469128,0.07903516,0.25,1739145600,EQUITY,209.68,325.0,197.0,252.2059,255.0,2.02222,buy,39,53774999552,3.58,137352003584,96798998528,0.783,0.923,395760009216,145.0,25.974,0.22518998,1.3652,184102993920,93833871360,108293996544,0.101,0.04,0.46519002,0.34706002,0.34459,USD,AAPL,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Apple Inc.,Apple Inc.,[],1741952861,1741896002,-3.364367,209.68,NMS,finmb_24937,America/New_York,EDT,-14400000,us_market,False,PRE,28.60522,-26.024002,True,345479400000,1.3600006,0.64860773,211.04,-7.300003,208.42 - 216.8394,NasdaqGS,53409335,45.59999,0.27791315,164.08 - 260.1,-50.420013,-0.19384857,21.469128,1739404800,1738272600,1746010740,1746446400,1738274400,1738274400,True,6.29,8.31,7.33013,-0.11040968,-17.975159,-0.07895784,15,0,2.0 - Buy,False,Apple,1.946
677,1987-11-17 05:00:00+00:00,0.253658352792263,0.2553837980415182,0.241579383611679,0.241579383611679,268800000,0.000714,0.0,0.000714,One Apple Park Way,Cupertino,CA,95014,United States,(408) 996-1010,https://www.apple.com,Consumer Electronics,consumer-electronics,Consumer Electronics,Technology,technology,Technology,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, and HomePod. It also provides AppleCare support and cloud services; and operates various platforms, including the App Store that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts, as well as advertising services include third-party licensing arrangements and its own advertising platforms. In addition, the company offers various subscription-based services, such as Apple Arcade, a game subscription service; Apple Fitness+, a personalized fitness service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It distributes third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was founded in 1976 and is headquartered in Cupertino, California.",150000,"[{'maxAge': 1, 'name': 'Mr. Timothy D. Cook', 'age': 63, 'title': 'CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 16239562, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jeffrey E. Williams', 'age': 60, 'title': 'Chief Operating Officer', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4637585, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Katherine L. Adams', 'age': 60, 'title': 'Senior VP, General Counsel & Secretary', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4618064, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': ""Ms. Deirdre  O'Brien"", 'age': 57, 'title': 'Chief People Officer & Senior VP of Retail', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 4613369, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kevan  Parekh', 'age': 52, 'title': 'Senior VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chris  Kondo', 'title': 'Senior Director of Corporate Accounting', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Suhasini  Chandramouli', 'title': 'Director of Investor Relations', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kristin Huguet Quayle', 'title': 'Vice President of Worldwide Communications', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Greg  Joswiak', 'title': 'Senior Vice President of Worldwide Marketing', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Adrian  Perica', 'age': 50, 'title': 'Vice President of Corporate Development', 'yearBorn': 1974, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",7,1,3,1,1,1740787200,1703980800,http://investor.apple.com/,[],86400,2,216.98,215.94,208.42,216.8394,216.98,215.94,208.42,216.8394,1.0,0.48,1739145600,0.1571,0.59,1.178,33.335453,25.232248,60306872,60306872,53409335,56849320,56849320,211.15,211.32,1,1,3149833961472,164.08,260.1,7.9589496,235.704,227.65515,0.99,0.0045626326,USD,False,3192852316160,0.24295,14998187904,15022100480,134441154,124917523,1738281600,1740700800,0.009,0.0207,0.62791,2.71,0.009,15787400192,4.438,47.246502,1727481600,1759017600,1735344000,0.071,96150003712,6.29,8.31,4:1,1598832000,8.068,23.246,0.21469128,0.07903516,0.25,1739145600,EQUITY,209.68,325.0,197.0,252.2059,255.0,2.02222,buy,39,53774999552,3.58,137352003584,96798998528,0.783,0.923,395760009216,145.0,25.974,0.22518998,1.3652,184102993920,93833871360,108293996544,0.101,0.04,0.46519002,0.34706002,0.34459,USD,AAPL,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Apple Inc.,Apple Inc.,[],1741952861,1741896002,-3.364367,209.68,NMS,finmb_24937,America/New_York,EDT,-14400000,us_market,False,PRE,28.60522,-26.024002,True,345479400000,1.3600006,0.64860773,211.04,-7.300003,208.42 - 216.8394,NasdaqGS,53409335,45.59999,0.27791315,164.08 - 260.1,-50.420013,-0.19384857,21.469128,1739404800,1738272600,1746010740,1746446400,1738274400,1738274400,True,6.29,8.31,7.33013,-0.11040968,-17.975159,-0.07895784,15,0,2.0 - Buy,False,Apple,1.946
737,1988-02-12 05:00:00+00:00,0.2809573966911236,0.2870091828991792,0.2800929613321912,0.2835506796836853,137760000,0.000714,0.0,0.000714,One Apple Park Way,Cupertino,CA,95014,United States,(408) 996-1010,https://www.apple.com,Consumer Electronics,consumer-electronics,Consumer Electronics,Technology,technology,Technology,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, and HomePod. It also provides AppleCare support and cloud services; and operates various platforms, including the App Store that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts, as well as advertising services include third-party licensing arrangements and its own advertising platforms. In addition, the company offers various subscription-based services, such as Apple Arcade, a game subscription service; Apple Fitness+, a personalized fitness service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It distributes third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was founded in 1976 and is headquartered in Cupertino, California.",150000,"[{'maxAge': 1, 'name': 'Mr. Timothy D. Cook', 'age': 63, 'title': 'CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 16239562, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jeffrey E. Williams', 'age': 60, 'title': 'Chief Operating Officer', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4637585, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Katherine L. Adams', 'age': 60, 'title': 'Senior VP, General Counsel & Secretary', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4618064, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': ""Ms. Deirdre  O'Brien"", 'age': 57, 'title': 'Chief People Officer & Senior VP of Retail', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 4613369, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kevan  Parekh', 'age': 52, 'title': 'Senior VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chris  Kondo', 'title': 'Senior Director of Corporate Accounting', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Suhasini  Chandramouli', 'title': 'Director of Investor Relations', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kristin Huguet Quayle', 'title': 'Vice President of Worldwide Communications', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Greg  Joswiak', 'title': 'Senior Vice President of Worldwide Marketing', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Adrian  Perica', 'age': 50, 'title': 'Vice President of Corporate Development', 'yearBorn': 1974, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",7,1,3,1,1,1740787200,1703980800,http://investor.apple.com/,[],86400,2,216.98,215.94,208.42,216.8394,216.98,215.94,208.42,216.8394,1.0,0.48,1739145600,0.1571,0.59,1.178,33.335453,25.232248,60306872,60306872,53409335,56849320,56849320,211.15,211.32,1,1,3149833961472,164.08,260.1,7.9589496,235.704,227.65515,0.99,0.0045626326,USD,False,3192852316160,0.24295,14998187904,15022100480,134441154,124917523,1738281600,1740700800,0.009,0.0207,0.62791,2.71,0.009,15787400192,4.438,47.246502,1727481600,1759017600,1735344000,0.071,96150003712,6.29,8.31,4:1,1598832000,8.068,23.246,0.21469128,0.07903516,0.25,1739145600,EQUITY,209.68,325.0,197.0,252.2059,255.0,2.02222,buy,39,53774999552,3.58,137352003584,96798998528,0.783,0.923,395760009216,145.0,25.974,0.22518998,1.3652,184102993920,93833871360,108293996544,0.101,0.04,0.46519002,0.34706002,0.34459,USD,AAPL,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Apple Inc.,Apple Inc.,[],1741952861,1741896002,-3.364367,209.68,NMS,finmb_24937,America/New_York,EDT,-14400000,us_market,False,PRE,28.60522,-26.024002,True,345479400000,1.3600006,0.64860773,211.04,-7.300003,208.42 - 216.8394,NasdaqGS,53409335,45.59999,0.27791315,164.08 - 260.1,-50.420013,-0.19384857,21.469128,1739404800,1738272600,1746010740,1746446400,1738274400,1738274400,True,6.29,8.31,7.33013,-0.11040968,-17.975159,-0.07895784,15,0,2.0 - Buy,False,Apple,1.946
801,1988-05-16 04:00:00+00:00,0.2806472527495263,0.2867110151712601,0.2771827148582998,0.2858448922634125,74760000,0.000714,0.0,0.000714,One Apple Park Way,Cupertino,CA,95014,United States,(408) 996-1010,https://www.apple.com,Consumer Electronics,consumer-electronics,Consumer Electronics,Technology,technology,Technology,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, and HomePod. It also provides AppleCare support and cloud services; and operates various platforms, including the App Store that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts, as well as advertising services include third-party licensing arrangements and its own advertising platforms. In addition, the company offers various subscription-based services, such as Apple Arcade, a game subscription service; Apple Fitness+, a personalized fitness service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It distributes third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was founded in 1976 and is headquartered in Cupertino, California.",150000,"[{'maxAge': 1, 'name': 'Mr. Timothy D. Cook', 'age': 63, 'title': 'CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 16239562, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jeffrey E. Williams', 'age': 60, 'title': 'Chief Operating Officer', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4637585, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Katherine L. Adams', 'age': 60, 'title': 'Senior VP, General Counsel & Secretary', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 4618064, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': ""Ms. Deirdre  O'Brien"", 'age': 57, 'title': 'Chief People Officer & Senior VP of Retail', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 4613369, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kevan  Parekh', 'age': 52, 'title': 'Senior VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chris  Kondo', 'title': 'Senior Director of Corporate Accounting', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Suhasini  Chandramouli', 'title': 'Director of Investor Relations', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kristin Huguet Quayle', 'title': 'Vice President of Worldwide Communications', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Greg  Joswiak', 'title': 'Senior Vice President of Worldwide Marketing', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Adrian  Perica', 'age': 50, 'title': 'Vice President of Corporate Development', 'yearBorn': 1974, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",7,1,3,1,1,1740787200,1703980800,http://investor.apple.com/,[],86400,2,216.98,215.94,208.42,216.8394,216.98,215.94,208.42,216.8394,1.0,0.48,1739145600,0.1571,0.59,1.178,33.335453,25.232248,60306872,60306872,53409335,56849320,56849320,211.15,211.32,1,1,3149833961472,164.08,260.1,7.9589496,235.704,227.65515,0.99,0.0045626326,USD,False,3192852316160,0.24295,14998187904,15022100480,134441154,124917523,1738281600,1740700800,0.009,0.0207,0.62791,2.71,0.009,15787400192,4.438,47.246502,1727481600,1759017600,1735344000,0.071,96150003712,6.29,8.31,4:1,1598832000,8.068,23.246,0.21469128,0.07903516,0.25,1739145600,EQUITY,209.68,325.0,197.0,252.2059,255.0,2.02222,buy,39,53774999552,3.58,137352003584,96798998528,0.783,0.923,395760009216,145.0,25.974,0.22518998,1.3652,184102993920,93833871360,108293996544,0.101,0.04,0.46519002,0.34706002,0.34459,USD,AAPL,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Apple Inc.,Apple Inc.,[],1741952861,1741896002,-3.364367,209.68,NMS,finmb_24937,America/New_York,EDT,-14400000,us_market,False,PRE,28.60522,-26.024002,True,345479400000,1.3600006,0.64860773,211.04,-7.300003,208.42 - 216.8394,NasdaqGS,53409335,45.59999,0.27791315,164.08 - 260.1,-50.420013,-0.19384857,21.469128,1739404800,1738272600,1746010740,1746446400,1738274400,1738274400,True,6.29,8.31,7.33013,-0.11040968,-17.975159,-0.07895784,15,0,2.0 - Buy,False,Apple,1.946
